price,score,max_score,score_pct,bias,alignment,kj_h1,kj_h4,kj_d1,kj_w1,kj_mn,d_kj_h4,tk_h1,tk_h4,tk_d1,d_tk_h4,d_tk_d1,tkx_h1,tkx_h4,tkx_d1,kumo_h1,kumo_h4,kumo_d1,sl,tp,rr,d_sl_pips,d_tp_pips,is_forex,is_jpy,is_xau,is_index,is_dxy,day_of_week,month,outcome
1.17454,0,109,0.0,0.0,0,1.17397,1.175845,1.1659899999999999,1.1655,0.0,-13.050000000001116,1.1739799999999998,1.17488,1.175545,-3.4000000000000696,-10.050000000001447,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-1.0
1.34738,48,109,0.4444444444444444,1.0,4,1.344245,1.34659,1.3314499999999998,1.336795,0.0,7.900000000000684,1.344245,1.34659,1.34371,7.900000000000684,36.70000000000062,0.0,0.0,1.0,-1.0,0.0,0.0,1.34659,1.34896,2.0,7.900000000000684,-15.799999999999148,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
156.671,84,109,0.7777777777777778,1.0,7,156.6575,156.334,156.04649999999998,151.05700000000002,0.0,33.69999999999891,156.78699999999998,156.368,156.517,30.299999999999727,15.399999999999636,1.0,1.0,1.0,1.0,0.0,0.0,156.6575,156.698,2.0,1.3499999999993406,-2.7000000000015234,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
0.6673,60,109,0.5555555555555556,-1.0,5,0.668035,0.66934,0.658165,0.65708,0.0,-20.400000000000418,0.66737,0.668575,0.665985,-12.750000000000261,13.149999999999551,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.66804,0.66583,2.0,-7.399999999999629,14.699999999999713,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
1.37208,0,109,0.0,0.0,0,1.3708049999999998,1.368515,1.388365,1.38578,0.0,35.650000000000404,1.3708049999999998,1.3703699999999999,1.372405,17.100000000001003,-3.2500000000013074,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-1.0
0.79251,0,109,0.0,0.0,0,0.7927200000000001,0.7902750000000001,0.79816,0.8000050000000001,0.0,22.34999999999987,0.792925,0.79091,0.7913699999999999,16.00000000000046,11.400000000001409,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-1.0
1.17203,60,109,0.5555555555555556,-1.0,5,1.1739,1.175385,1.16776,1.1655,0.0,-33.54999999999997,1.17343,1.1739,1.175545,-18.700000000000383,-35.15000000000157,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.1739,1.16829,2.0,-18.700000000000383,37.39999999999854,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
1.3459400000000001,0,109,0.0,0.0,0,1.34677,1.34659,1.3329,1.336795,0.0,-6.499999999998174,1.347185,1.345165,1.34453,7.750000000001922,14.100000000001334,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.0
156.827,72,109,0.6666666666666666,1.0,6,156.757,156.37099999999998,156.04649999999998,151.05700000000002,0.0,45.60000000000173,156.757,156.757,156.598,6.999999999999318,22.8999999999985,0.0,1.0,1.0,1.0,0.0,0.0,156.757,156.967,2.0,6.999999999999318,-14.000000000001478,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0
0.66932,60,109,0.5555555555555556,1.0,5,0.66859,0.66934,0.65957,0.65708,0.0,-0.20000000000020002,0.6687449999999999,0.6683250000000001,0.66637,9.949999999999681,29.50000000000008,1.0,-1.0,1.0,1.0,0.0,0.0,0.66859,0.67078,2.0,7.300000000000084,-14.600000000000168,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
1.37298,60,109,0.5555555555555556,1.0,5,1.372395,1.3695050000000002,1.38737,1.38578,0.0,34.74999999999895,1.3734250000000001,1.371795,1.372405,11.849999999999916,5.749999999999922,1.0,1.0,-1.0,1.0,0.0,0.0,1.3724,1.37415,2.0,5.800000000000249,-11.699999999998933,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
0.7924,0,109,0.0,0.0,0,0.7921,0.79077,0.7973399999999999,0.8000050000000001,0.0,16.300000000000203,0.79172,0.792125,0.791175,2.7500000000002522,12.250000000000316,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.0
1.17204,0,109,0.0,0.0,0,1.169395,1.172385,1.1681599999999999,1.1655,0.0,-3.450000000000397,1.169395,1.1706750000000001,1.17336,13.649999999998386,-13.199999999999878,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
1.35402,84,109,0.7777777777777778,1.0,7,1.3481,1.34748,1.33637,1.336795,0.0,65.3999999999999,1.34864,1.3481,1.345955,59.19999999999925,80.64999999999989,1.0,1.0,1.0,1.0,0.0,0.0,1.3481,1.36586,2.0,59.19999999999925,-118.40000000000073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156.387,0,109,0.0,0.0,0,156.703,156.5195,156.04649999999998,151.833,0.0,-13.249999999999318,156.543,156.703,156.6275,-31.60000000000025,-24.049999999999727,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.67139,72,109,0.6666666666666666,1.0,6,0.66908,0.668915,0.6621300000000001,0.65903,0.0,24.75000000000005,0.66908,0.66908,0.6665650000000001,23.100000000000342,48.24999999999968,0.0,1.0,1.0,1.0,0.0,0.0,0.66908,0.67601,2.0,23.100000000000342,-46.19999999999958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
