price,score,max_score,score_pct,bias,alignment,kj_h1,d_kj_h1,kj_m30,d_kj_m30,kj_m15,d_kj_m15,kj_m5,d_kj_m5,kj_h4,d_kj_h4,kj_d1,d_kj_d1,tk_h1,d_tk_h1,tk_m30,d_tk_m30,tk_m15,d_tk_m15,tk_m5,d_tk_m5,tk_h4,d_tk_h4,tk_d1,d_tk_d1,tkx_h1,tkx_h4,tkx_d1,tkx_w1,tkx_mn,kumo_h1,kumo_h4,kumo_d1,kumo_w1,kumo_mn,kj_m30_cross_bear,kj_m30_cross_bull,tk_m30_cross_bear,tk_m30_cross_bull,kj_m15_cross_bear,kj_m15_cross_bull,tk_m15_cross_bear,tk_m15_cross_bull,kj_m5_cross_bear,kj_m5_cross_bull,tk_m5_cross_bear,tk_m5_cross_bull,flat_h1,flat_h4,fvg_active_count,ob_h1_bear_level,ob_h1_bull_level,ob_h4_bear_level,ob_h4_bull_level,ob_d1_bear_level,ob_d1_bull_level,asian_high_swept,asian_low_swept,london_high_swept,london_low_swept,swept_both,vol_hvn_h1,vol_lvn_h1,vol_hvn_h4,vol_lvn_h4,vol_hvn_d1,vol_lvn_d1,mss_h1_bull,mss_h1_bear,mss_h4_bull,mss_h4_bear,mss_d1_bull,mss_d1_bear,compression_pips,tkx_h1_conflict,outcome
1.1437599999999999,30.0,109.0,0.27522935779816515,1.0,5.0,1.14383,0.0,1.143615,1.449999999998397,1.143885,-1.2500000000015277,1.1438000000000001,-0.4000000000026205,1.14298,0.0,1.1473200000000001,-35.6000000000023,1.143445,0.0,1.1437750000000002,-0.15000000000320313,1.1438000000000001,-0.4000000000026205,1.1438199999999998,-0.5999999999994898,1.144755,-9.950000000000792,1.14298,7.799999999997809,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,2.0,1.14433,1.14302,1.1434,1.13814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1438645,1.1433465,1.1437675,1.1416675,1.1436025,1.1406285,0.0,0.0,0.0,0.0,0.0,0.0,331.42500000000075,1.0,
1.34546,10.0,109.0,0.09174311926605505,0.0,5.0,1.345315,0.0,1.34439,10.700000000001264,1.344855,6.050000000001887,1.345515,-0.5499999999991623,1.3449849999999999,0.0,1.334895,105.65000000000157,1.34439,0.0,1.3454899999999999,-0.29999999999752447,1.345515,-0.5499999999991623,1.3454199999999998,0.4000000000026205,1.34735,-18.899999999999473,1.3439999999999999,14.600000000002389,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,1.0,1.34228,1.34714,1.32089,1.32768,1.31619,1.31793,0.0,0.0,0.0,0.0,0.0,1.34642825,1.34819975,1.34120325,1.34768625,1.34011875,1.34638725,0.0,1.0,0.0,0.0,0.0,0.0,471.30000000000115,0.0,
