is_forex,is_jpy_pair,is_xau,is_xag,is_index,is_crypto,is_dxy,session_asian,session_london,session_ny,killzone_asian_open,killzone_london_open,killzone_london_close,killzone_ny_open,killzone_ny_close,day_monday,day_tuesday,day_wednesday,day_thursday,day_friday,hour_sin,hour_cos,dxy_price,dxy_kj_h1,dxy_vs_kj_h1,dxy_vs_price_ratio,dxy_kj_h1_norm,dxy_divergence,dxy_trend,dxy_trend_x_bias,news_count,is_high_news_day,ou_score,hurst_h,mc_p_sl,mc_p_tp,garch_persistence,garch_long_run_vol,garch_half_life,garch_forecast_vol_1,price,score,max_score,score_pct,bias,alignment,sl,tp,rr,kj_h1,d_kj_h1,kj_m30,d_kj_m30,kj_m15,d_kj_m15,kj_m5,d_kj_m5,kj_h4,d_kj_h4,kj_d1,d_kj_d1,tk_h1,d_tk_h1,tk_m30,d_tk_m30,tk_m15,d_tk_m15,tk_m5,d_tk_m5,tk_h4,d_tk_h4,tk_d1,d_tk_d1,tkx_h1,tkx_h4,tkx_d1,tkx_w1,tkx_mn,kumo_h1,kumo_h4,kumo_d1,kumo_w1,kumo_mn,kj_m30_cross_bear,kj_m30_cross_bull,tk_m30_cross_bear,tk_m30_cross_bull,kj_m15_cross_bear,kj_m15_cross_bull,tk_m15_cross_bear,tk_m15_cross_bull,kj_m5_cross_bear,kj_m5_cross_bull,tk_m5_cross_bear,tk_m5_cross_bull,flat_h1,flat_h4,fvg_active_count,ob_h1_bear_level,ob_h1_bull_level,ob_h4_bear_level,ob_h4_bull_level,ob_d1_bear_level,ob_d1_bull_level,asian_high_swept,asian_low_swept,london_high_swept,london_low_swept,swept_both,vol_hvn_h1,vol_lvn_h1,vol_hvn_h4,vol_lvn_h4,vol_hvn_d1,vol_lvn_d1,mss_h1_bull,mss_h1_bear,mss_h4_bull,mss_h4_bear,mss_d1_bull,mss_d1_bear,compression_pips,tkx_h1_conflict,kelly_full,kelly_ev,outcome
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,0.0,-1.0,-0.0,0,0.0,23.66532027550273,0.37037144218908014,0.0,0.0,0.783747,0.00058425,2.84,0.0006380226132417218,1.17454,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17397,5.699999999999594,0.0,0.0,0.0,0.0,0.0,0.0,1.175845,-13.050000000001116,1.1659899999999999,85.50000000000057,1.1739799999999998,5.60000000000116,0.0,0.0,0.0,0.0,0.0,0.0,1.17488,-3.4000000000000696,1.175545,-10.050000000001447,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,0.0,-1.0,-1.0,0,0.0,5.788487295440023,0.49410564315228755,0.5932,0.4068,0.816425,0.00062965,3.42,0.0007088440711112219,1.34738,48.0,109.0,0.44036697247706424,1.0,4.0,1.34659,1.34896,2.0,1.344245,31.3500000000011,0.0,0.0,0.0,0.0,0.0,0.0,1.34659,7.900000000000684,1.3314499999999998,159.30000000000223,1.344245,31.3500000000011,0.0,0.0,0.0,0.0,0.0,0.0,1.34659,7.900000000000684,1.34371,36.70000000000062,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,1.0,-1.0,-1.0,0,0.0,33.58420236732194,0.4767984017483278,0.5376,0.4624,0.455,0.00063034,0.88,0.0006295765729821852,156.671,84.0,109.0,0.7706422018348624,1.0,7.0,156.6575,156.698,2.0,156.6575,1.3499999999993406,0.0,0.0,0.0,0.0,0.0,0.0,156.334,33.69999999999891,156.04649999999998,62.45000000000118,156.78699999999998,-11.599999999998545,0.0,0.0,0.0,0.0,0.0,0.0,156.368,30.299999999999727,156.517,15.399999999999636,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.584,0.0,155.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,1.0,-1.0,1.0,0,0.0,22.49613155122996,0.6508774666133591,0.4868,0.2092,0.455,0.00059567,0.88,0.0005932620972947816,0.6673,60.0,109.0,0.5504587155963303,-1.0,5.0,0.66804,0.66583,2.0,0.668035,-7.350000000000412,0.0,0.0,0.0,0.0,0.0,0.0,0.66934,-20.400000000000418,0.658165,91.35000000000004,0.66737,-0.700000000000145,0.0,0.0,0.0,0.0,0.0,0.0,0.668575,-12.750000000000261,0.665985,13.149999999999551,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,0.0,-1.0,-0.0,0,0.0,46.55450618322449,0.36820650449401376,0.0,0.0,0.769954,0.00039225,2.65,0.0003813566165147416,1.37208,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3708049999999998,12.750000000001371,0.0,0.0,0.0,0.0,0.0,0.0,1.368515,35.650000000000404,1.388365,-162.85000000000105,1.3708049999999998,12.750000000001371,0.0,0.0,0.0,0.0,0.0,0.0,1.3703699999999999,17.100000000001003,1.372405,-3.2500000000013074,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25881904510252157,0.9659258262890681,0.0,100.76,-100.76,0.0,0.0,0.0,-1.0,-0.0,0,0.0,23.38706746221978,0.44880133675374057,0.0,0.0,0.78845,0.00071646,2.92,0.000717634566228212,0.79251,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927200000000001,-2.100000000000435,0.0,0.0,0.0,0.0,0.0,0.0,0.7902750000000001,22.34999999999987,0.79816,-56.49999999999933,0.792925,-4.149999999999432,0.0,0.0,0.0,0.0,0.0,0.0,0.79091,16.00000000000046,0.7913699999999999,11.400000000001409,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,83.99784988438863,-0.023484479115878556,1.0,-1.0,1.0,0,0.0,42.09753067077195,0.6254943307460049,0.546,0.2582,0.736262,0.00058583,2.26,0.0005113223705211208,1.17203,60.0,109.0,0.5504587155963303,-1.0,5.0,1.1739,1.16829,2.0,1.1739,-18.700000000000383,0.0,0.0,0.0,0.0,0.0,0.0,1.175385,-33.54999999999997,1.16776,42.69999999999996,1.17343,-14.000000000000679,0.0,0.0,0.0,0.0,0.0,0.0,1.1739,-18.700000000000383,1.175545,-35.15000000000157,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,73.14441951349984,-0.023484479115878556,0.0,-1.0,-0.0,0,0.0,14.675145419467297,0.6985909199334086,0.0,0.0,0.600918,0.00069558,1.36,0.0006293801610342774,1.3459400000000001,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34677,-8.299999999998864,0.0,0.0,0.0,0.0,0.0,0.0,1.34659,-6.499999999998174,1.3329,130.40000000000163,1.347185,-12.449999999999406,0.0,0.0,0.0,0.0,0.0,0.0,1.345165,7.750000000001922,1.34453,14.100000000001334,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,0.6277490483143846,-0.023484479115878556,1.0,-1.0,-1.0,0,0.0,14.415422218242178,0.5104341207414682,0.5192,0.4808,0.455,0.00060348,0.88,0.0006017341750919206,156.827,72.0,109.0,0.6605504587155964,1.0,6.0,156.757,156.967,2.0,156.757,6.999999999999318,0.0,0.0,0.0,0.0,0.0,0.0,156.37099999999998,45.60000000000173,156.04649999999998,78.05000000000177,156.757,6.999999999999318,0.0,0.0,0.0,0.0,0.0,0.0,156.757,6.999999999999318,156.598,22.8999999999985,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.584,0.0,155.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,147.08659535050498,-0.023484479115878556,0.0,-1.0,-1.0,0,0.0,4.447119974514011,0.7267371355301764,0.5286,0.2422,0.490287,0.00067094,0.97,0.000671245364549643,0.66932,60.0,109.0,0.5504587155963303,1.0,5.0,0.66859,0.67078,2.0,0.66859,7.300000000000084,0.0,0.0,0.0,0.0,0.0,0.0,0.66934,-0.20000000000020002,0.65957,97.50000000000037,0.6687449999999999,5.750000000001032,0.0,0.0,0.0,0.0,0.0,0.0,0.6683250000000001,9.949999999999681,0.66637,29.50000000000008,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,71.70388498011623,-0.023484479115878556,0.0,-1.0,-1.0,0,0.0,31.030173748933304,0.447525574597174,0.5918,0.4082,0.69735,0.00045471,1.92,0.00045779392179475203,1.37298,60.0,109.0,0.5504587155963303,1.0,5.0,1.3724,1.37415,2.0,1.372395,5.850000000000577,0.0,0.0,0.0,0.0,0.0,0.0,1.3695050000000002,34.74999999999895,1.38737,-143.89999999999904,1.3734250000000001,-4.450000000000287,0.0,0.0,0.0,0.0,0.0,0.0,1.371795,11.849999999999916,1.372405,5.749999999999922,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000003,0.20000000000000007,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,98.448,100.76,-2.312000000000012,124.24028268551235,-0.023484479115878556,0.0,-1.0,-0.0,0,0.0,8.813067734233861,0.6806080486494948,0.0,0.0,0.674984,0.00069521,1.76,0.0005959382894507179,0.7924,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921,2.9999999999996696,0.0,0.0,0.0,0.0,0.0,0.0,0.79077,16.300000000000203,0.7973399999999999,-49.399999999999444,0.79172,6.800000000000139,0.0,0.0,0.0,0.0,0.0,0.0,0.792125,2.7500000000002522,0.791175,12.250000000000316,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,98.309,100.76,-2.4510000000000076,83.87853656871779,-0.02493159324171752,0.0,-1.0,-0.0,0,0.0,2.7434527831377857,0.5072558952070054,0.0,0.0,0.686095,0.00064208,1.84,0.0005449744526409248,1.17204,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169395,26.450000000000085,0.0,0.0,0.0,0.0,0.0,0.0,1.172385,-3.450000000000397,1.1681599999999999,38.800000000001056,1.169395,26.450000000000085,0.0,0.0,0.0,0.0,0.0,0.0,1.1706750000000001,13.649999999998386,1.17336,-13.199999999999878,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,98.309,100.76,-2.4510000000000076,72.6052790948435,-0.02493159324171752,0.0,-1.0,-1.0,0,0.0,40.504785565301724,0.571317130742238,0.3406,0.0822,0.600918,0.00079623,1.36,0.0007005828441665525,1.35402,84.0,109.0,0.7706422018348624,1.0,7.0,1.3481,1.36586,2.0,1.3481,59.19999999999925,0.0,0.0,0.0,0.0,0.0,0.0,1.34748,65.3999999999999,1.33637,176.49999999999943,1.34864,53.7999999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.3481,59.19999999999925,1.345955,80.64999999999989,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.20000000000000007,0.0
